kingdom,family,scientificName
Animalia,Crambidae,Parapoynx fluctuosalis
Animalia,Crambidae,Parapoynx stratiotata
Animalia,Crambidae,Paratalanta hyalinalis
Animalia,Crambidae,Paratalanta pandalis
Animalia,Crambidae,Pediasia aridella
Animalia,Crambidae,Pediasia contaminella
Animalia,Crambidae,Pediasia fascelinella
Animalia,Crambidae,Pediasia luteella
Animalia,Crambidae,Platytes alpinella
Animalia,Crambidae,Platytes cerussella
Animalia,Crambidae,Pleuroptya ruralis
Animalia,Crambidae,Poliobotys ablactalis
Animalia,Crambidae,Prenesta scyllalis
Animalia,Crambidae,Psammotis pulveralis
Animalia,Crambidae,Pyrausta aerealis
Animalia,Crambidae,Pyrausta aurata
Animalia,Crambidae,Pyrausta cingulata
Animalia,Crambidae,Pyrausta coracinalis
Animalia,Crambidae,Pyrausta despicata
Animalia,Crambidae,Pyrausta falcatalis
Animalia,Crambidae,Pyrausta nigrata
Animalia,Crambidae,Pyrausta ostrinalis
Animalia,Crambidae,Pyrausta phoenicealis
Animalia,Crambidae,Pyrausta porphyralis
Animalia,Crambidae,Pyrausta purpuralis
Animalia,Crambidae,Pyrausta sanguinalis
Animalia,Crambidae,Sameodes cancellalis
Animalia,Crambidae,Schoenobius gigantella
Animalia,Crambidae,Sclerocona acutella
Animalia,Crambidae,Scoparia ambigualis
Animalia,Crambidae,Scoparia basistrigalis
Animalia,Crambidae,Scoparia pyralella
Animalia,Crambidae,Scoparia subfusca
Animalia,Crambidae,Sisyracera subulalis
Animalia,Crambidae,Sitochroa palealis
Animalia,Crambidae,Sitochroa verticalis
Animalia,Crambidae,Spoladea recurvalis
Animalia,Crambidae,Stenochora lancinalis
Animalia,Crambidae,Sufetula diminutalis
Animalia,Crambidae,Syllepte ovialis
Animalia,Crambidae,Synclera chlorophasma
Animalia,Crambidae,Synclera traducalis
Animalia,Crambidae,Terastia africana
Animalia,Crambidae,Thisanotia chrysonuchella
Animalia,Crambidae,Udea alpinalis
Animalia,Crambidae,Udea ferrugalis
Animalia,Crambidae,Udea fulvalis
Animalia,Crambidae,Udea lutealis
Animalia,Crambidae,Udea nebulalis
Animalia,Crambidae,Udea numeralis
Animalia,Crambidae,Udea olivalis
Animalia,Crambidae,Udea prunalis
Animalia,Crambidae,Ulopeza flavicepsalis
Animalia,Crambidae,Uresiphita gilvata
Animalia,Crambidae,Zebronia phenice
Animalia,Craugastoridae,Craugastor bransfordii
Animalia,Craugastoridae,Craugastor fitzingeri
Animalia,Craugastoridae,Craugastor gollmeri
Animalia,Craugastoridae,Craugastor megacephalus
Animalia,Craugastoridae,Craugastor stejnegerianus
Animalia,Craugastoridae,Pristimantis achatinus
Animalia,Craugastoridae,Pristimantis cerasinus
Animalia,Craugastoridae,Pristimantis crenunguis
Animalia,Craugastoridae,Pristimantis labiosus
Animalia,Crocodylidae,Crocodylus acutus
Animalia,Crocodylidae,Crocodylus johnstoni
Animalia,Crocodylidae,Crocodylus niloticus
Animalia,Crocodylidae,Crocodylus palustris
Animalia,Crocodylidae,Crocodylus porosus
Animalia,Crocodylidae,Crocodylus rhombifer
Animalia,Crocodylidae,Crocodylus siamensis
Animalia,Crocodylidae,Crocodylus suchus
Animalia,Crocodylidae,Osteolaemus tetraspis
Animalia,Crotaphytidae,Crotaphytus collaris
Animalia,Crotaphytidae,Gambelia wislizenii
Animalia,Cybaeidae,Argyroneta aquatica
Animalia,Cydnidae,Adomerus biguttatus
Animalia,Cydnidae,Byrsinus flavicornis
Animalia,Cydnidae,Canthophorus impressus
Animalia,Cydnidae,Canthophorus melanopterus
Animalia,Cydnidae,Crocistethus waltlianus
Animalia,Cydnidae,Cydnus aterrimus
Animalia,Cydnidae,Legnotus limbosus
Animalia,Cydnidae,Legnotus picipes
Animalia,Cydnidae,Macroscytus brunneus
Animalia,Cydnidae,Microporus nigrita
Animalia,Cydnidae,Ochetostethus nanus
Animalia,Cydnidae,Ochetostethus opacus
Animalia,Cydnidae,Sehirus luctuosus
Animalia,Cydnidae,Sehirus morio
Animalia,Cydnidae,Tritomegas bicolor
Animalia,Cydnidae,Tritomegas sexmaculatus
Animalia,Cylindrotomidae,Cylindrotoma distinctissima
Animalia,Cylindrotomidae,Diogma glabrata
Animalia,Cylindrotomidae,Phalacrocera replicata
Animalia,Cylindrotomidae,Triogma trisulcata
Animalia,Cynipidae,Andricus aries
Animalia,Cynipidae,Andricus callidoma
Animalia,Cynipidae,Andricus caputmedusae
Animalia,Cynipidae,Andricus coriarius
Animalia,Cynipidae,Andricus corruptrix
Animalia,Cynipidae,Andricus curtisii
Animalia,Cynipidae,Andricus curvator
Animalia,Cynipidae,Andricus dentimitratus
Animalia,Cynipidae,Andricus foecundatrix
Animalia,Cynipidae,Andricus gemmeus
Animalia,Cynipidae,Andricus grossulariae
Animalia,Cynipidae,Andricus hungaricus
Animalia,Cynipidae,Andricus inflator
Animalia,Cynipidae,Andricus insanus
Animalia,Cynipidae,Andricus kollari
Animalia,Cynipidae,Andricus legitimus
Animalia,Cynipidae,Andricus lignicolus
Animalia,Cynipidae,Andricus lucidus
Animalia,Cynipidae,Andricus malpighii
Animalia,Cynipidae,Andricus paradoxus
Animalia,Cynipidae,Andricus quadrilineatus
Animalia,Cynipidae,Andricus quercuscalicis
Animalia,Cynipidae,Andricus quercuscalifornicus
Animalia,Cynipidae,Andricus quercuscorticis
Animalia,Cynipidae,Andricus quercusradicis
Animalia,Cynipidae,Andricus quercusramuli
Animalia,Cynipidae,Andricus quercustozae
Animalia,Cynipidae,Andricus seminationis
Animalia,Cynipidae,Andricus solitarius
Animalia,Cynipidae,Andricus testaceipes
Animalia,Cynipidae,Andricus truncicolus
Animalia,Cynipidae,Aphelonyx cerricola
Animalia,Cynipidae,Aulacidea hieracii
Animalia,Cynipidae,Aulacidea pilosellae
Animalia,Cynipidae,Aylax minor
Animalia,Cynipidae,Aylax papaveris
Animalia,Cynipidae,Biorhiza pallida
Animalia,Cynipidae,Chilaspis nitida
Animalia,Cynipidae,Cynips disticha
Animalia,Cynipidae,Cynips divisa
Animalia,Cynipidae,Cynips longiventris
Animalia,Cynipidae,Cynips quercusfolii
Animalia,Cynipidae,Diastrophus rubi
Animalia,Cynipidae,Diplolepis eglanteriae
Animalia,Cynipidae,Diplolepis eglanteriae s.l.
Animalia,Cynipidae,Diplolepis mayri
Animalia,Cynipidae,Diplolepis nervosa
Animalia,Cynipidae,Diplolepis rosae
Animalia,Cynipidae,Diplolepis spinosissimae
Animalia,Cynipidae,Dryocosmus kuriphilus
Animalia,Cynipidae,Isocolus scabiosae
Animalia,Cynipidae,Liposthenes glechomae
Animalia,Cynipidae,Neuroterus albipes
Animalia,Cynipidae,Neuroterus anthracinus
Animalia,Cynipidae,Neuroterus numismalis
Animalia,Cynipidae,Neuroterus politus
Animalia,Cynipidae,Neuroterus quercusbaccarum
Animalia,Cynipidae,Neuroterus saliens
Animalia,Cynipidae,Neuroterus tricolor
Animalia,Cynipidae,Pediaspis aceris
Animalia,Cynipidae,Phanacis hypochoeridis
Animalia,Cynipidae,Plagiotrochus quercusilicis
Animalia,Cynipidae,Timaspis lampsanae
Animalia,Cynipidae,Trigonaspis megaptera
Animalia,Cynipidae,Xestophanes brevitarsis
Animalia,Cynipidae,Xestophanes potentillae
Animalia,Dactylopteridae,Dactylopterus volitans
Animalia,Daesiidae,Gluvia dorsalis
Animalia,Dalatiidae,Dalatias licha
Animalia,Damaeidae,Damaeus onustus
Animalia,Daphniidae,Daphnia curvirostris
Animalia,Daphniidae,Daphnia longispina
Animalia,Daphniidae,Scapholeberis mucronata
Animalia,Daphniidae,Simocephalus vetulus
Animalia,Darkling Beetles Tenebrionidae,Allecula morio
Animalia,Darkling Beetles Tenebrionidae,Alphitobius diaperinus
Animalia,Darkling Beetles Tenebrionidae,Asida fascicularis
Animalia,Darkling Beetles Tenebrionidae,Asida sabulosa
Animalia,Darkling Beetles Tenebrionidae,Blaps mucronata
Animalia,Darkling Beetles Tenebrionidae,Blapstinus curassavicus
Animalia,Darkling Beetles Tenebrionidae,Bolitophagus reticulatus
Animalia,Darkling Beetles Tenebrionidae,Corticeus bicolor
Animalia,Darkling Beetles Tenebrionidae,Corticeus fraxini
Animalia,Darkling Beetles Tenebrionidae,Corticeus unicolor
Animalia,Darkling Beetles Tenebrionidae,Crypticus quisquilius
Animalia,Darkling Beetles Tenebrionidae,Cteniopus sulphureus
Animalia,Darkling Beetles Tenebrionidae,Diaperis boleti
Animalia,Darkling Beetles Tenebrionidae,Eledona agricola
Animalia,Darkling Beetles Tenebrionidae,Gonocephalum granulatum
Animalia,Darkling Beetles Tenebrionidae,Gonodera luperus
Animalia,Darkling Beetles Tenebrionidae,Heliopates luctuosus
Animalia,Darkling Beetles Tenebrionidae,Heliotaurus ruficollis
Animalia,Darkling Beetles Tenebrionidae,Isomira murina
Animalia,Darkling Beetles Tenebrionidae,Lagria hirta
Animalia,Darkling Beetles Tenebrionidae,Melanimon tibialis
Animalia,Darkling Beetles Tenebrionidae,Mycetochara linearis
Animalia,Darkling Beetles Tenebrionidae,Nalassus laevioctostriatus
Animalia,Darkling Beetles Tenebrionidae,Neomida haemorrhoidalis
Animalia,Darkling Beetles Tenebrionidae,Opatrum sabulosum
Animalia,Darkling Beetles Tenebrionidae,Palorus ratzeburgii
Animalia,Darkling Beetles Tenebrionidae,Pentaphyllus testaceus
Animalia,Darkling Beetles Tenebrionidae,Phaleria cadaverina
Animalia,Darkling Beetles Tenebrionidae,Phylan gibbus
Animalia,Darkling Beetles Tenebrionidae,Platydema violaceum
Animalia,Darkling Beetles Tenebrionidae,Podonta nigrita
Animalia,Darkling Beetles Tenebrionidae,Prionychus ater
Animalia,Darkling Beetles Tenebrionidae,Pseudocistela ceramboides
Animalia,Darkling Beetles Tenebrionidae,Scaphidema metallicum
Animalia,Darkling Beetles Tenebrionidae,Scaurus striatus
Animalia,Darkling Beetles Tenebrionidae,Tapinocomus subnudus
Animalia,Darkling Beetles Tenebrionidae,Tenebrio molitor
Animalia,Darkling Beetles Tenebrionidae,Uloma rufa
Animalia,Darkling Beetles Tenebrionidae,Xanthomus pallidus
Animalia,Darkling Beetles Tenebrionidae,Zophobas atratus
Animalia,Darkwinged Fungus Gnats Sciaridae,Zygoneura sciarina
Animalia,Darners Aeshnidae,Adversaeschna brevistyla
Animalia,Darners Aeshnidae,Aeshna affinis
Animalia,Darners Aeshnidae,Aeshna caerulea
Animalia,Darners Aeshnidae,Aeshna canadensis
Animalia,Darners Aeshnidae,Aeshna clepsydra
Animalia,Darners Aeshnidae,Aeshna constricta
Animalia,Darners Aeshnidae,Aeshna crenata
Animalia,Darners Aeshnidae,Aeshna cyanea
Animalia,Darners Aeshnidae,Aeshna eremita
Animalia,Darners Aeshnidae,Aeshna grandis
Animalia,Darners Aeshnidae,Aeshna interrupta
Animalia,Darners Aeshnidae,Aeshna isoceles
Animalia,Darners Aeshnidae,Aeshna juncea
Animalia,Darners Aeshnidae,Aeshna mixta
Animalia,Darners Aeshnidae,Aeshna palmata
Animalia,Darners Aeshnidae,Aeshna septentrionalis
Animalia,Darners Aeshnidae,Aeshna serrata
Animalia,Darners Aeshnidae,Aeshna shennong
Animalia,Darners Aeshnidae,Aeshna sitchensis
Animalia,Darners Aeshnidae,Aeshna subarctica
Animalia,Darners Aeshnidae,Aeshna tuberculifera
Animalia,Darners Aeshnidae,Aeshna umbrosa
Animalia,Darners Aeshnidae,Aeshna vercanica
Animalia,Darners Aeshnidae,Aeshna verticalis
Animalia,Darners Aeshnidae,Aeshna viridis
Animalia,Darners Aeshnidae,Aeshna walkeri
Animalia,Darners Aeshnidae,Agyrtacantha microstigma
Animalia,Darners Aeshnidae,Anaciaeschna triangulifera
Animalia,Darners Aeshnidae,Anax amazili
Animalia,Darners Aeshnidae,Anax concolor
Animalia,Darners Aeshnidae,Anax ephippiger
Animalia,Darners Aeshnidae,Anax immaculifrons
Animalia,Darners Aeshnidae,Anax imperator
Animalia,Darners Aeshnidae,Anax indicus
Animalia,Darners Aeshnidae,Anax junius
Animalia,Darners Aeshnidae,Anax longipes
Animalia,Darners Aeshnidae,Anax nigrofasciatus
Animalia,Darners Aeshnidae,Anax panybeus
Animalia,Darners Aeshnidae,Anax parthenope
Animalia,Darners Aeshnidae,Anax speratus
Animalia,Darners Aeshnidae,Anax strenuus
Animalia,Darners Aeshnidae,Anax tristis
Animalia,Darners Aeshnidae,Anax walsinghami
Animalia,Darners Aeshnidae,Austroaeschna multipunctata
Animalia,Darners Aeshnidae,Austroaeschna pulchra
Animalia,Darners Aeshnidae,Austroaeschna unicornis
Animalia,Darners Aeshnidae,Basiaeschna janata
Animalia,Darners Aeshnidae,Boyeria cretensis
Animalia,Darners Aeshnidae,Boyeria grafiana
Animalia,Darners Aeshnidae,Boyeria irene
Animalia,Darners Aeshnidae,Boyeria maclachlani
Animalia,Darners Aeshnidae,Boyeria vinosa
Animalia,Darners Aeshnidae,Brachytron pratense
Animalia,Darners Aeshnidae,Caliaeschna microstigma
Animalia,Darners Aeshnidae,Castoraeschna castor
Animalia,Darners Aeshnidae,Coryphaeschna adnexa
Animalia,Darners Aeshnidae,Coryphaeschna ingens
Animalia,Darners Aeshnidae,Coryphaeschna viriditas
Animalia,Darners Aeshnidae,Epiaeschna heros
Animalia,Darners Aeshnidae,Gomphaeschna antilope
Animalia,Darners Aeshnidae,Gomphaeschna furcillata
Animalia,Darners Aeshnidae,Gynacantha gracilis
Animalia,Darners Aeshnidae,Gynacantha japonica
Animalia,Darners Aeshnidae,Gynacantha litoralis
Animalia,Darners Aeshnidae,Gynacantha membranalis
Animalia,Darners Aeshnidae,Gynacantha mexicana
Animalia,Darners Aeshnidae,Gynacantha nervosa
Animalia,Darners Aeshnidae,Gynacantha tibiata
Animalia,Darners Aeshnidae,Hemianax papuensis
Animalia,Darners Aeshnidae,Nasiaeschna pentacantha
Animalia,Darners Aeshnidae,Oplonaeschna armata
Animalia,Darners Aeshnidae,Pinheyschna subpupillata
Animalia,Darners Aeshnidae,Planaeschna milnei
Animalia,Darners Aeshnidae,Remartinia luteipennis
Animalia,Darners Aeshnidae,Rhionaeschna californica
Animalia,Darners Aeshnidae,Rhionaeschna dugesi
Animalia,Darners Aeshnidae,Rhionaeschna jalapensis
Animalia,Darners Aeshnidae,Rhionaeschna multicolor
Animalia,Darners Aeshnidae,Rhionaeschna mutata
Animalia,Darners Aeshnidae,Rhionaeschna psilus
Animalia,Darners Aeshnidae,Staurophlebia reticulata
Animalia,Darners Aeshnidae,Triacanthagyna caribbea
Animalia,Darners Aeshnidae,Triacanthagyna septima
Animalia,Darners Aeshnidae,Triacanthagyna trifida
Animalia,Darners Aeshnidae,Zosteraeschna minuscula
Animalia,Dasyaceae,Dasysiphonia japonica
Animalia,Dasydytidae,Stylochaeta longispinosa
Animalia,Dasyurids Dasyuridae,Antechinus agilis
Animalia,Dasyurids Dasyuridae,Antechinus flavipes
Animalia,Dasyurids Dasyuridae,Antechinus swainsonii
Animalia,Dasyurids Dasyuridae,Dasyurus geoffroii
Animalia,Dasyurids Dasyuridae,Dasyurus maculatus
Animalia,Dasyurids Dasyuridae,Dasyurus viverrinus
Animalia,Dasyurids Dasyuridae,Neophascogale lorentzii
Animalia,Dasyurids Dasyuridae,Ningaui yvonneae
Animalia,Dasyurids Dasyuridae,Sarcophilus harrisii
Animalia,Dasyurids Dasyuridae,Sminthopsis crassicaudata
Animalia,Deer Cervidae,Alces alces
Animalia,Deer Cervidae,Axis axis
Animalia,Deer Cervidae,Capreolus capreolus
Animalia,Deer Cervidae,Capreolus pygargus
Animalia,Deer Cervidae,Cervus canadensis
Animalia,Deer Cervidae,Cervus elaphus
Animalia,Deer Cervidae,Cervus nippon
Animalia,Deer Cervidae,Dama dama
Animalia,Deer Cervidae,Mazama gouazoubira
Animalia,Deer Cervidae,Mazama nemorivaga
Animalia,Deer Cervidae,Muntiacus muntjak
Animalia,Deer Cervidae,Muntiacus reevesi
Animalia,Deer Cervidae,Muntiacus vaginalis
Animalia,Deer Cervidae,Odocoileus hemionus
Animalia,Deer Cervidae,Odocoileus virginianus
Animalia,Deer Cervidae,Ozotoceros bezoarticus
Animalia,Deer Cervidae,Pudu puda
Animalia,Deer Cervidae,Rangifer tarandus
Animalia,Degus Rock Rats and Viscacha Rats Octodontidae,Octodon degus
Animalia,Delphacidae,Acanthodelphax spinosus
Animalia,Delphacidae,Asiraca clavicornis
Animalia,Delphacidae,Calligypona reyi
Animalia,Delphacidae,Chloriona unicolor
Animalia,Delphacidae,Conomelus anceps
Animalia,Delphacidae,Criomorphus albomarginatus
Animalia,Delphacidae,Delphacodes mulsanti
Animalia,Delphacidae,Delphax crassicornis
Animalia,Delphacidae,Delphax pulchellus
Animalia,Delphacidae,Dicranotropis hamata
Animalia,Delphacidae,Dicranotropis montana
Animalia,Delphacidae,Ditropis pteridis
Animalia,Delphacidae,Ditropsis flavipes
Animalia,Delphacidae,Euconomelus lepidus
Animalia,Delphacidae,Euides basilinea
Animalia,Delphacidae,Eurybregma nigrolineata
Animalia,Delphacidae,Florodelphax leptosoma
Animalia,Delphacidae,Gravesteiniella boldi
Animalia,Delphacidae,Hyledelphax elegantulus
Animalia,Delphacidae,Javesella dubia
Animalia,Delphacidae,Javesella forcipata
Animalia,Delphacidae,Javesella pellucida
Animalia,Delphacidae,Kelisia sabulicola
Animalia,Delphacidae,Kosswigianella exigua
Animalia,Delphacidae,Laodelphax striatellus
Animalia,Delphacidae,Megadelphax sordidula
Animalia,Delphacidae,Megamelodes quadrimaculatus
Animalia,Delphacidae,Megamelus notula
Animalia,Delphacidae,Megamelus notulus
Animalia,Delphacidae,Mirabella albifrons
Animalia,Delphacidae,Muirodelphax aubei
Animalia,Delphacidae,Prokelisia marginata
Animalia,Delphacidae,Ribautodelphax collina
Animalia,Delphacidae,Stenocranus longipennis
Animalia,Delphacidae,Stenocranus major
Animalia,Delphacidae,Stenocranus minutus
Animalia,Delphacidae,Struebingianella lugubrina
Animalia,Delphacidae,Xanthodelphax straminea
Animalia,Dendrocoelidae,Bdellocephala punctata
Animalia,Dendrocoelidae,Dendrocoelum lacteum
Animalia,Dendrocoelidae,Dendrocoelum romanodanubiale
Animalia,Dendrodorididae,Doriopsilla areolata
Animalia,Dendronotidae,Dendronotus frondosus
Animalia,Dentaliidae,Antalis inaequicostata
Animalia,Dentaliidae,Antalis novemcostata
Animalia,Dentaliidae,Antalis vulgaris
Animalia,Dentaliidae,Dentalium entalis
Animalia,Dentaliidae,Dentalium vulgare
Animalia,Diadumenidae,Diadumene cincta
Animalia,Diadumenidae,Diadumene lineata
Animalia,Diaphanidae,Diaphana minuta
Animalia,Diastylidae,Diastyloides biplicatus
Animalia,Dichaeturidae,Dichaetura piscator
Animalia,Dicroglossidae,Fejervarya limnocharis
Animalia,Dicroglossidae,Hoplobatrachus occipitalis
Animalia,Dicroglossidae,Hoplobatrachus rugulosus
Animalia,Dictyopharidae,Almana longipes
Animalia,Dictyopharidae,Dictyophara europaea
Animalia,Dictyopharidae,Dictyophara multireticulata
Animalia,Dictyotaceae,Dictyota dichotoma
Animalia,Dictyotaceae,Padina pavonica
Animalia,Dicyrtomidae,Calvatomina nr superba
Animalia,Dicyrtomidae,Dicyrtoma fusca
Animalia,Dicyrtomidae,Dicyrtomina minuta
Animalia,Dicyrtomidae,Dicyrtomina ornata
Animalia,Dicyrtomidae,Dicyrtomina saundersi
Animalia,Didemnidae,Didemnum lahillei
Animalia,Didemnidae,Didemnum vexillum
Animalia,Didemnidae,Diplosoma listerianum
Animalia,Dignathodontidae,Henia vesuviana
Animalia,Dinobryaceae,Chrysococcus diaphanus
Animalia,Dinobryaceae,Chrysococcus minutus
Animalia,Dinobryaceae,Chrysococcus neglectus
Animalia,Dinobryaceae,Chrysococcus rufescens
Animalia,Dinobryaceae,Chrysolykos planctonicus
Animalia,Dinobryaceae,Dinobryon bavaricum
Animalia,Dinobryaceae,Dinobryon crenulatum
Animalia,Dinobryaceae,Dinobryon cylindricum
Animalia,Dinobryaceae,Dinobryon divergens
Animalia,Dinobryaceae,Dinobryon pediforme
Animalia,Dinobryaceae,Dinobryon sertularia
Animalia,Dinobryaceae,Dinobryon sociale
Animalia,Dinobryaceae,Dinobryon suecicum
Animalia,Dinobryaceae,Kephyrion tubiforme
Animalia,Dinobryaceae,Pseudokephyrion acutum
Animalia,Dinobryaceae,Pseudokephyrion circumvallatum
Animalia,Dinobryaceae,Pseudokephyrion hyalinum [1]
Animalia,Dinobryaceae,Pseudokephyrion klarnetii
Animalia,Dinobryaceae,Pseudokephyrion pseudospirale
Animalia,Dinobryaceae,Pseudokephyrion spirale
Animalia,Diogenidae,Clibanarius erythropus
Animalia,Diogenidae,Diogenes pugilator
Animalia,Dippers Cinclidae,Cinclus cinclus
Animalia,Dippers Cinclidae,Cinclus leucocephalus
Animalia,Dippers Cinclidae,Cinclus mexicanus
Animalia,Dippers Cinclidae,Cinclus pallasii
Animalia,Dippers Cinclidae,Cinclus schulzii
Animalia,Discidae,Discus rotundatus
Animalia,Discodorididae,Geitodoris planata
Animalia,Discodorididae,Jorunna tomentosa
Animalia,Discodorididae,Peltodoris atromaculata
Animalia,Discwinged Bats Thyropteridae,Thyroptera discifera
Animalia,Discwinged Bats Thyropteridae,Thyroptera tricolor
Animalia,Ditomyiidae,Ditomyia fasciata
Animalia,Ditomyiidae,Symmerus annulatus
Animalia,Divers Gaviidae,Gavia adamsii
Animalia,Divers Gaviidae,Gavia arctica
Animalia,Divers Gaviidae,Gavia immer
Animalia,Divers Gaviidae,Gavia pacifica
Animalia,Divers Gaviidae,Gavia stellata
Animalia,Dogfish Sharks Squalidae,Squalus acanthias
Animalia,Dogs Canidae,Canis adustus
Animalia,Dogs Canidae,Canis aureus
Animalia,Dogs Canidae,Canis familiaris
Animalia,Dogs Canidae,Canis latrans
Animalia,Dogs Canidae,Canis lupaster
Animalia,Dogs Canidae,Canis lupus
Animalia,Dogs Canidae,Canis mesomelas
Animalia,Dogs Canidae,Cerdocyon thous
